doc_id,file,fileName,id ,abstract,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,file
processed_fulltext_11.txt,fulltext_11,fulltext_11.txt,http://www.jstor.org/stable/90015187,"This paper presents a large scale study of online MLIS students (n = 910), who completed at least one online course and were enrolled in 36 of the 58 ALA-accredited MLIS programs in Canada and the United States. The results indicate that the typical student is female, White, lives in an urban setting, and is in her mid-30s. Online students were found to be quite diverse, with statistically significant differences in their preferences and satisfaction across five demographic variables: age (generational cohort), employment status, urban status, commute distance, and program modality. Three motivations emerged: accommodation, predisposition, and selectivity, which influenced the respondents to choose online learning. The prevalent issues online MLIS students experienced were a sense of isolation from peers and instructors, and a lack of professional development and networking opportunities with peers. The findings have implications for enhancing MLIS online education including marketing, course offerings, and student support services.",Studying Online,Journal of Education for Library and Information Science,2015,10.2307/90015187,article,research-article,jstor,,7/1/2015,3,56,http://www.jstor.org/stable/90015187,Fatih Oguz; Clara M. Chu; Anthony S. Chow,Association for Library and Information Science Education (ALISE),eng,213,231,,online; online mlis; students; education; online education; ala accredited; lis programs; mlis students; online classes; online courses,8944,19,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_12.txt,fulltext_12,fulltext_12.txt,http://www.jstor.org/stable/23249103,This study reports the results of a survey of library and information science (LIS) deans and directors and a content analysis of LIS schools' curricula as it relates to issues of physiological access. A conceptual framework of social justice is applied to analyze curricular approaches to diversity. Results indicate that LIS curricula include both topics of physical impairment and socially classified populations as diversity issues. Analysis of course titles and brief course descriptions indicate that the type of diversity is not explicitly defined at this macro-analytical level. The researchers propose further development of the social justice framework to provide a lens for continued examination of diversity in LIS education on a micro-analytical level.,Physiological Access as a Social Justice Type in LIS Curricula,Journal of Education for Library and Information Science,2012,10.2307/23249103,article,research-article,jstor,,4/1/2012,2,53,http://www.jstor.org/stable/23249103,"Laurie J. Bonnici; Stephanie L. Maatta; Muriel K. Wells; Jackie Brodsky; Charles W. Meadows, <suffix>III</suffix>",Association for Library and Information Science Education (ALISE),eng,115,129,,courses; lis curricula; diversity; library; physiological challenges; access; universal access; nls bph; justice; education,7741,15,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_13.txt,fulltext_13,fulltext_13.txt,http://www.jstor.org/stable/40323024,,A Feminist Standpoint for Library and Information Science Education,Journal of Education for Library and Information Science,1994,10.2307/40323024,article,research-article,jstor,,10/1/1994,4,35,http://www.jstor.org/stable/40323024,Jane Anne Hannigan,Association for Library and Information Science Education (ALISE),eng,297,319,,feminist; library; womens; feminist standpoint; librarianship; curricula; feminist scholarship; gender; research; womens studies,12353,23,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_14.txt,fulltext_14,fulltext_14.txt,http://www.jstor.org/stable/23249093,"This study evaluates the assumption of whether or not one can equate mentoring and advising in doctoral education, with a focus on the field of Library and Information Science. Furthermore, this study examines the presence of multiple mentors in doctoral education and their interrelationships and roles. Findings from the study suggest that the advisor serves as the primary and dominant mentor in doctoral education, with dissertation committee members serving in a secondary, yet purposive, role. Evidence is provided that the acknowledged mentoring roles are more attuned to career, over psychosocial, mentoring. Doctoral student colleagues appeared to provide mentoring in the form of role modeling and idea sharing. The implications for doctoral education are discussed.",Are You my Mentor? Identifying Mentors and Their Roles in LIS Doctoral Education,Journal of Education for Library and Information Science,2012,10.2307/23249093,article,research-article,jstor,,1/1/2012,1,53,http://www.jstor.org/stable/23249093,Cassidy R. Sugimoto,Association for Library and Information Science Education (ALISE),eng,2,19,,mentoring; doctoral; advisor; doctoral education; advisees; respondents; students; faculty; one advisee; student,10527,18,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_15.txt,fulltext_15,fulltext_15.txt,http://www.jstor.org/stable/43686983,"The article explores the information landscape (i.e., infoscape) of library and information science (LIS) courses for intersections of health-gender and health-sexual orientation topics, concerns, and issues. This research was considered important because health information support services essential in today's society must include marginalized gender and sexual orientation-related content that is deemed taboo in an all-pervasive patriarchal and heterosexist culture. Research methods involved a content analysis of bibliographic course descriptions available on the homepages of graduate programs in Canada and the United States that are accredited by the American Library Association. Syllabi for LIS courses on health information support services, gender, and sexual orientation were also studied. Findings map the existing infoscape surrounding the teaching of health information support services in LIS and identify future directions for inclusion of gender and sexual orientation topics in the LIS curriculum.",Mapping the Infoscape of LIS Courses for Intersections of Health-Gender and Health-Sexual Orientation Topics,Journal of Education for Library and Information Science,2014,10.2307/43686983,article,research-article,jstor,,7/1/2014,3,55,http://www.jstor.org/stable/43686983,Bharat Mehra; William Travis Tidwell,Association for Library and Information Science Education (ALISE),eng,191,211,,sexual orientation; health; gender; health gender; courses; orientation topics; lis courses; university; health sexual; health sciences,10333,21,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_16.txt,fulltext_16,fulltext_16.txt,http://www.jstor.org/stable/40322202,,Materials and Sources for Teaching the History of Books and Printing,Journal of Education for Librarianship,1972,10.2307/40322202,article,research-article,jstor,,7/1/1972,1,13,http://www.jstor.org/stable/40322202,Paul A. Winckler,Association for Library and Information Science Education (ALISE),eng,43,71,,printing; bookbinding; history; papermaking; typography; illustration; useful; books and printing; graphic; librarianship,11871,29,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_17.txt,fulltext_17,fulltext_17.txt,http://www.jstor.org/stable/40324324,"The study was conducted to identify effective strategies for recruiting and retaining students of color in library and information science (LIS). Using a Web-based survey, the study collected data from librarians of color, enrolled in, or graduated from, ALA-accredited LIS programs. Study findings help reassess the efforts that LIS programs made in recruiting and retaining students of color, and shed light on some key areas of focus and improvement for such efforts. Suggestions are made to develop strategies for diverse LIS community and programs.",Recruiting and Retaining Students of Color in LIS Programs: Perspectives of Library and Information Professionals,Journal of Education for Library and Information Science,2006,10.2307/40324324,article,research-article,jstor,,4/1/2006,2,47,http://www.jstor.org/stable/40324324,Kyung-Sun Kim; Sei-Ching Joanna Sin,Association for Library and Information Science Education (ALISE),eng,81,95,,recruitment; lis programs; students; librarians; lis schools; library; retaining students; retention; recruitment and retention; diversity,5796,15,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_18.txt,fulltext_18,fulltext_18.txt,http://www.jstor.org/stable/90023022,"Increasingly, Library and Information Science (LIS) programs are offering study-abroad opportunities for students to have broader global classroom experiences to gain knowledge and exposure and to think beyond the confines of geographic boundaries. While studyabroad courses have long been a part of undergraduate and graduate education in North America, few opportunities exist for students in LIS. This paper argues for their continued offering as well as for the creation of new study-abroad courses in LIS. The simple reason is that global study programs help students understand the interconnectedness and inter-dependence of the world (Smith, Hallam, & Ghosh, 2012). They expose students to other practices in the information professions and create opportunities for library science programs to tap into new markets for recruitment. They also foster critical thinking on a range of issues including, but not limited to, race, ethnicity, and gender. A study-abroad program will serve as a model for discussing these factors as well as pedagogy, strategies for student learning, and cross-classroom collaboration.",Crossing the Globe,Journal of Education for Library and Information Science,2018,10.2307/90023022,article,research-article,jstor,,7/1/2018,3,59,http://www.jstor.org/stable/90023022,Renate L. Chancellor,Association for Library and Information Science Education (ALISE),eng,41,52,,study abroad; students; education; experiential education; global; chancellor4 indd; programs; cultural competence; cultural; lis education,4982,12,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_19.txt,fulltext_19,fulltext_19.txt,http://www.jstor.org/stable/26754761,"This article is a commentary documenting the author's shared experience on the ALISE MEHC panel in 2018, with interwoven narrative addressing LIS cultural competency practices and stance.","""I Have Two Legs, not Four""",Journal of Education for Library and Information Science,2019,10.2307/26754761,article,research-article,jstor,,7/1/2019,3,60,http://www.jstor.org/stable/26754761,Vanessa Irvin,Association for Library and Information Science Education (ALISE),eng,231,238,,library; librarians; cultural; cultural competency; lis minefield; two legs; lis faculty; git wit; cultural humility; four navigating,3526,8,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_20.txt,fulltext_20,fulltext_20.txt,http://www.jstor.org/stable/43686984,"This article is an attempt to reflect on the institutional and disciplinary context of a course on ""Race, Gender and Sexuality in the Information Professions'' from the perspective of instructors and students. It examines the effectiveness of a course like this as an intervention to the normative landscape of the Library and Information Science (LIS) field that often privileges White, male, middle-class, heterosexual, U.S.-based values and interests. In this article we provide a brief background for the re-establishment of this course, offer a literature review defining the normative landscape of LIS, and discuss the positive aspects and pitfalls of injecting this course into the curriculum as a ""diversity"" intervention. Finally, we offer recommendations for how to further make visible and shift the hegemonic landscape in LIS toward an inclusivity that actively deals with how race, gender, class, and sexuality deeply informs our profession.","Changing Course: Collaborative Reflections of Teaching/Taking ""Race, Gender, and Sexuality in the Information Professions""",Journal of Education for Library and Information Science,2014,10.2307/43686984,article,research-article,jstor,,7/1/2014,3,55,http://www.jstor.org/stable/43686984,Safiya U. Noble; Jeanie Austin; Miriam E. Sweeney; Lucas McKeever; Elizabeth Sullivan,Association for Library and Information Science Education (ALISE),eng,212,222,,course; race gender; students; sexuality; instructors; library; pawley; critical; gender and sexuality; privilege,6645,11,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_21.txt,fulltext_21,fulltext_21.txt,http://www.jstor.org/stable/26754759,"Previous studies have established particular patterns of inequity, micro, and macro-aggressions that affect faculty of color at U.S. universities. This article provides an autoethnographic perspective on the experiences of women of color in LIS. It focuses specifically on the ways that prioritizing comfort and civility over equity and justice can create structural precarity – precarity that is built into academic systems of reward and punishment – for female faculty of color. The article also gives brief suggestions for resolving this issue.",Civility and Structural Precarity for Faculty of Color in LIS,Journal of Education for Library and Information Science,2019,10.2307/26754759,article,research-article,jstor,,7/1/2019,3,60,http://www.jstor.org/stable/26754759,Amelia N. Gibson,Association for Library and Information Science Education (ALISE),eng,215,222,,faculty; structural precarity; civility; foc colleague; students; female faculty; gibson; inequity; colleagues; faculty member,3540,8,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_22.txt,fulltext_22,fulltext_22.txt,http://www.jstor.org/stable/26754754,,Getting it on the Record,Journal of Education for Library and Information Science,2019,10.2307/26754754,article,research-article,jstor,,7/1/2019,3,60,http://www.jstor.org/stable/26754754,Nicole A. Cooke; Joe O. Sánchez,Association for Library and Information Science Education (ALISE),eng,169,181,,faculty; lis programs; microaggressions; minority; cooke sánchez; diversity; special issue; minority faculty; stories; colleagues,5778,13,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_23.txt,fulltext_23,fulltext_23.txt,http://www.jstor.org/stable/90015233,"The leaders of the library profession in the United States in the 19th century were white, middle-class, college-educated men. They attempted to construct librarianship in the United States as an equivalent profession to the other white, masculine professions of their day. They also created education for librarianship in the same mold. They subscribed to, and employed, the traditional white Western masculine definition of profession as one of expertise derived from education based on science. They also employed the control of knowledge and its application as exemplified by the type of professional education they promoted. Their efforts were not restricted to education but also included active discrimination against female librarians in the Library War Service during the First World War. This paper presents a new perspective on the meaning of “profession” which recognizes it as situated at the intersection of gender, race, and nationality and explores the implications for modern education for librarianship.",The Work Calls for Men,Journal of Education for Library and Information Science,2016,10.2307/90015233,article,research-article,jstor,,10/1/2016,4,57,http://www.jstor.org/stable/90015233,Suzanne M. Stauffer,Association for Library and Information Science Education (ALISE),eng,311,324,,library; librarianship; librarians; education; profession; war service; education for librarianship; stauffer; science; masculine,8722,14,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_24.txt,fulltext_24,fulltext_24.txt,http://www.jstor.org/stable/41308876,,The Challenges of Cultural Diversity in the Recruitment of Faculty and Students from Diverse Backgrounds,Journal of Education for Library and Information Science,1993,10.2307/41308876,article,research-article,jstor,,10/1/1993,4,34,http://www.jstor.org/stable/41308876,E. J. JOSEY,Association for Library and Information Science Education (ALISE),eng,302,311,,library; minority; cultural diversity; faculty; students; minority faculty; schools; education; library schools; percent,4421,10,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_25.txt,fulltext_25,fulltext_25.txt,http://www.jstor.org/stable/26754758,"People of color who choose careers in higher education may encounter microaggressions, marginalization, and other unpleasant situations. This narrative shares the experiences and perspectives of one African-American academic's experiences with the intent of encouraging academic professionals from underrepresented populations to persevere.",The Danger of an Untold Story,Journal of Education for Library and Information Science,2019,10.2307/26754758,article,research-article,jstor,,7/1/2019,3,60,http://www.jstor.org/stable/26754758,Renee F. Hill,Association for Library and Information Science Education (ALISE),eng,208,214,,faculty; mentoring; untold story; education; story excerpts; souto manning; untold story excerpts; academia; niemann; conversation,3389,7,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_26.txt,fulltext_26,fulltext_26.txt,http://www.jstor.org/stable/26754756,"Despite multiple calls for diversifying academia in general, and Library and Information Science programs (LIS) specifically, the number of faculty of color working in higher education remains low. This work presents the points of view and suggestions of a faculty member concerning the diversity dilemma in LIS. The work relies on personal narratives in order to present the experiences and point of view of a member of the LIS community who constantly navigates the spaces of academia while negotiating the many aspects of their experience through the intersections of race, ethnicity, and gender. The main objective of the work is to present areas for consideration to those who are interested in bringing change and supporting faculty of color.",Do You Really Want a Diverse Program?,Journal of Education for Library and Information Science,2019,10.2307/26754756,article,research-article,jstor,,7/1/2019,3,60,http://www.jstor.org/stable/26754756,Mónica Colón-Aguirre,Association for Library and Information Science Education (ALISE),eng,190,197,,faculty; colón aguirre; academia; ceja alcalá; mónica colón; faculty member; gasman; diverse program; really want; experiences,3690,8,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_27.txt,fulltext_27,fulltext_27.txt,http://www.jstor.org/stable/26754755,"African-American women faculty are told that contemporary educational and professional institutions, particularly at historically White institutions (HWIs), are places where they can succeed. However, in these institutions, many Black women faculty are exposed to racial and gender discrimination and are subjected to Racial Battle Fatigue. This article explores experiences of Black female faculty and describes the challenges they endure in higher education.",Racial Battle Fatigue,Journal of Education for Library and Information Science,2019,10.2307/26754755,article,research-article,jstor,,7/1/2019,3,60,http://www.jstor.org/stable/26754755,Renate L. Chancellor,Association for Library and Information Science Education (ALISE),eng,182,189,,faculty; women faculty; battle fatigue; racial battle; black women; racial battle fatigue; black women faculty; microaggressions; racial microaggressions; unspoken burden,3054,8,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_28.txt,fulltext_28,fulltext_28.txt,http://www.jstor.org/stable/41308894,"While LIS continues to struggle with representation of populations traditionally considered as core to diversity, socio-economic and technological changes have significantly increased the range of populations that are disadvantaged underrepresented, and excluded in terms of information. Drawing from studies of diversity in LIS education and professions, as well as national demographic data, this article: (1 ) examines understandings of diversity within the field; (2) analyzes the implications of diversity in education, recruiting, and scholarship; and (3) explores models for inclusive diversity education. This paper argues that the field needs to embrace a broader, more inclusive understanding of diversity to remain culturally relevant.",Diversity and LIS Education: Inclusion and the Age of Information,Journal of Education for Library and Information Science,2011,10.2307/41308894,article,research-article,jstor,,7/1/2011,3,52,http://www.jstor.org/stable/41308894,Paul T. Jaeger; Mega M Subramaniam; Cassandra B. Jones; John Carlo Bertot,Association for Library and Information Science Education (ALISE),eng,166,183,,diversity; library; populations; jaeger; diverse populations; education; lis education; underrepresented; lis programs; internet,11067,18,5ba600e5-1e80-4ff3-edf9-458ad76b1059
processed_fulltext_29.txt,fulltext_29,fulltext_29.txt,http://www.jstor.org/stable/40323668,"This study sought to determine the nature of the educational experiences and social interactions of black students enrolled at predominantly white library schools from 1962 to 1974. A mail survey was conducted among one-half of the persons named in the 1984 membership directory of the Black Caucus of the American Library Association. From the 32.8% response, 19.2% was used in this analysis. Findings indicate that the majority of respondents were not treated as if they were below standard expectations; neither were their classroom contributions regarded as of less importance than those of other students. The majority also perceived an absence of discriminatory grading practices and required remedial work and felt that their experiences were typical. They did not feel themselves to be on display when it seemed to benefit the school; however, they felt that white students tended to be distant and unfriendly.",Black Students in Predominantly White Library Schools,Journal of Education for Library and Information Science,1987,10.2307/40323668,article,research-article,jstor,,1/1/1987,3,27,http://www.jstor.org/stable/40323668,Helen E. Williams,Association for Library and Information Science Education (ALISE),eng,139,147,,library schools; students; predominantly white; black students; sometimes seldom; respondents; seldom never; never uncertain; white library; blacks,3694,9,5ba600e5-1e80-4ff3-edf9-458ad76b1059
