doc_id,topic,proportion,file,fileName,id,abstract,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,file.1,decade
processed_fulltext_17.txt,Topic_1,0.809137525,fulltext_17,fulltext_17.txt,http://www.jstor.org/stable/40324324,"The study was conducted to identify effective strategies for recruiting and retaining students of color in library and information science (LIS). Using a Web-based survey, the study collected data from librarians of color, enrolled in, or graduated from, ALA-accredited LIS programs. Study findings help reassess the efforts that LIS programs made in recruiting and retaining students of color, and shed light on some key areas of focus and improvement for such efforts. Suggestions are made to develop strategies for diverse LIS community and programs.",Recruiting and Retaining Students of Color in LIS Programs: Perspectives of Library and Information Professionals,Journal of Education for Library and Information Science,2006,10.2307/40324324,article,research-article,jstor,,4/1/2006,2,47,http://www.jstor.org/stable/40324324,Kyung-Sun Kim; Sei-Ching Joanna Sin,Association for Library and Information Science Education (ALISE),eng,81,95,,recruitment; lis programs; students; librarians; lis schools; library; retaining students; retention; recruitment and retention; diversity,5796,15,5ba600e5-1e80-4ff3-edf9-458ad76b1059,2000
processed_fulltext_170.txt,Topic_1,0.716280292,fulltext_170,fulltext_170.txt,http://www.jstor.org/stable/40324334,"College and university libraries need to develop undergraduate internships to encourage low-income and ethnic-minority students to enter the library profession. Such internships can be run on limited budgets. This article presents a case-study model for an internship program and its related promotional efforts currently in place at California State University, Bakersfield. The article discusses the need for greater ethnic diversity in libraries and the value of internships as a tool to confront minority underrepresentation in the library profession.",The Library Internship and Expo as a Pathway to Diversity: A Case Study,Journal of Education for Library and Information Science,2006,10.2307/40324334,article,research-article,jstor,,1/1/2006,1,47,http://www.jstor.org/stable/40324334,Curt Asher; Johanna Olson Alexander,Association for Library and Information Science Education (ALISE),eng,17,26,,library; internship; librarians; library science; intern; interns; mentors; students; profession; hispanic,4209,10,5ba600e5-1e80-4ff3-edf9-458ad76b1059,2000
processed_fulltext_18.txt,Topic_1,0.883475738,fulltext_18,fulltext_18.txt,http://www.jstor.org/stable/90023022,"Increasingly, Library and Information Science (LIS) programs are offering study-abroad opportunities for students to have broader global classroom experiences to gain knowledge and exposure and to think beyond the confines of geographic boundaries. While studyabroad courses have long been a part of undergraduate and graduate education in North America, few opportunities exist for students in LIS. This paper argues for their continued offering as well as for the creation of new study-abroad courses in LIS. The simple reason is that global study programs help students understand the interconnectedness and inter-dependence of the world (Smith, Hallam, & Ghosh, 2012). They expose students to other practices in the information professions and create opportunities for library science programs to tap into new markets for recruitment. They also foster critical thinking on a range of issues including, but not limited to, race, ethnicity, and gender. A study-abroad program will serve as a model for discussing these factors as well as pedagogy, strategies for student learning, and cross-classroom collaboration.",Crossing the Globe,Journal of Education for Library and Information Science,2018,10.2307/90023022,article,research-article,jstor,,7/1/2018,3,59,http://www.jstor.org/stable/90023022,Renate L. Chancellor,Association for Library and Information Science Education (ALISE),eng,41,52,,study abroad; students; education; experiential education; global; chancellor4 indd; programs; cultural competence; cultural; lis education,4982,12,5ba600e5-1e80-4ff3-edf9-458ad76b1059,2010
processed_fulltext_195.txt,Topic_1,0.999923615,fulltext_195,fulltext_195.txt,http://www.jstor.org/stable/41308906,"The aim of the current research is to analyze the content of the messages expressed by LIS students in online courses as feedback, with the purpose of understanding the main themes being articulated by LIS university and college students, and examining whether there is a difference between the themes of LIS university students and those of LIS college students as revealed in their feedback. The paper provides a quantitative and a qualitative content analysis of feedbacks assigned to an online course taught in Israel. Findings show that the major theme expressed in LIS student feedback is their personal impression of their online experience, followed by the reflection category and the collaboration one. The smallest categories focus on course material and on course management. Furthermore, findings present that LIS university students are more satisfied with their online learning experience and that LIS university students discuss and express more reflective, analytic meta-cognitive aspects of the learning process than their LIS college counterparts.",Library and Information Science Students' Feedback in an Online Course,Journal of Education for Library and Information Science,2011,10.2307/41308906,article,research-article,jstor,,10/1/2011,4,52,http://www.jstor.org/stable/41308906,Noa Aharony,Association for Library and Information Science Education (ALISE),eng,305,319,,learning; students; online; distance education; lis college; lis university; college students; university students; within lis; online course,8558,15,a4a20e2d-4e67-f67b-c64c-8a0212565202,2010
processed_fulltext_208.txt,Topic_1,0.926079617,fulltext_208,fulltext_208.txt,http://www.jstor.org/stable/40323754,"A major study involving critical analysis of library and information science (LIS) education in Sri Lanka was carried out by the author covering the 2004-2007 period, and the equity of LIS education discussed in this paper was one element of the larger study. The study on equity has three objectives: (1) to provide a brief introduction to the LIS education programs and the institutions which offer those programs in Sri Lanka; (2) to analyze critically the equity of the LIS programs; and (3) to make recommendations for improvement. Four principal methods were used to collect the data required for the main research; semi-structured interviews, questionnaires, review of relevant documents, and participatory observations by the researcher. Four criteria, namely gender, income, geographic region and language, were used to analyze the equity of LIS education programs. Findings of the study established that there is a gender imbalance in the LIS programs with 80% to 90% female students, that an income inequity is evident, that there is a severe inequity in the regional distribution and language of the programs. The paper makes several recommendations to reduce these inequities and makes suggestions for further research.",A Critical Analysis of the Equity of LIS Education Programs in Sri Lanka,Journal of Education for Library and Information Science,2008,10.2307/40323754,article,research-article,jstor,,10/1/2008,4,49,http://www.jstor.org/stable/40323754,Pradeepa Wijetunge,Association for Library and Information Science Education (ALISE),eng,243,263,,sri lanka; lis education; programs; equity; education programs; lis programs; lis education programs; library; students; income,8805,21,a4a20e2d-4e67-f67b-c64c-8a0212565202,2000
processed_fulltext_223.txt,Topic_1,0.858808104,fulltext_223,fulltext_223.txt,http://www.jstor.org/stable/40323156,,"Education, Training, and Employment of Library and Information Professionals in South Africa",Journal of Education for Library and Information Science,1994,10.2307/40323156,article,research-article,jstor,,1/1/1994,1,35,http://www.jstor.org/stable/40323156,,Association for Library and Information Science Education (ALISE),eng,61,63,,professional; black professionals; library; education; employment; training; professional education; lis education; librarians; librarianship,1481,3,a4a20e2d-4e67-f67b-c64c-8a0212565202,1990
processed_fulltext_228.txt,Topic_1,0.999911688,fulltext_228,fulltext_228.txt,http://www.jstor.org/stable/43686942,"This paper ¡s a case study of a Master of Library and Information Studies degree program online option that has been unusually successful in retaining and graduating students. Design characteristics of this program that has maintained a retention rate of over 90 percent over five years are described and mapped to the literature on distance education published after its implementation. The paper reports that characteristics identified in the practical and theoretical literatures are the same as, or closely related to, the characteristics of the program described. Student transcripts were used to track retention and time-to-completion. Topics for continuing study are identified and described. This is the first of two papers on retention in distance learning programs. The present paper (Part 1) addresses program design and implementation; Part 2 focuses on student responses to the online program option as they relate to student learning styles and outcomes.",Profiles in Retention Part 1: Design Characteristics of a Graduate Synchronous Online Program,Journal of Education for Library and Information Science,2013,10.2307/43686942,article,research-article,jstor,,4/1/2013,2,54,http://www.jstor.org/stable/43686942,Elizabeth Aversa; Steven MacCall,Association for Library and Information Science Education (ALISE),eng,147,161,,students; program; retention; online; slis program; program option; courses; misc courses; faculty; attribute activity,7011,15,a4a20e2d-4e67-f67b-c64c-8a0212565202,2010
processed_fulltext_235.txt,Topic_1,0.882819868,fulltext_235,fulltext_235.txt,http://www.jstor.org/stable/40732584,"An online course was redesigned to use multimedia applications to improve student learning and promote meaningful engagement among classmates and course activities and materials. Consumer Health Informatics (CHI) is a masters-level course that examines Internet-based and telehealth models for delivering health information to consumers. When first offered in 2007, the delivery format was primarily textual. Following the course redesign in 2008, the course materials, including weekly topical discussion forums, projects, and course evaluations, were compared. Qualitative content analyses and statistical comparison of quantitative data demonstrated significant improvements in the level of students' engagement in course materials and with peers. Students' attitudes and perceptions recorded in course evaluations also showed significant changes.",The Impact of Multimedia Course Enhancements on Student Learning Outcomes,Journal of Education for Library and Information Science,2009,10.2307/40732584,article,research-article,jstor,,10/1/2009,4,50,http://www.jstor.org/stable/40732584,Katherine Schilling,Association for Library and Information Science Education (ALISE),eng,214,225,,course; learning; students; multimedia; discussion forums; online; learning outcomes; consumer health; student learning; instructor,6226,12,a4a20e2d-4e67-f67b-c64c-8a0212565202,2000
processed_fulltext_244.txt,Topic_1,0.771521532,fulltext_244,fulltext_244.txt,http://www.jstor.org/stable/40322926,"Pressure from librarians about the quality and content of library education programs has combined with concern for affirmative action and the legal requirements for employee selection to create an uncertain future for the M.L.S. degree. Certification has been suggested as a means of assuring the quality of persons employed as librarians and as a means of maintaining the library profession's control over the education of librarians. The American Library Association is suggested as the organization most capable of mounting a valid certification program through competency examination. If certification became a reality it would affect accreditation, the content of library science courses, autonomy of library and information schools, and enrollment.",Certification and Education for Library and Information Science,Journal of Education for Library and Information Science,1984,10.2307/40322926,article,research-article,jstor,,7/1/1984,1,25,http://www.jstor.org/stable/40322926,Holly G. Willett,Association for Library and Information Science Education (ALISE),eng,13,23,,certification; library; librarians; education; library education; accreditation; competency examination; equivalency; library schools; profession,4654,11,a4a20e2d-4e67-f67b-c64c-8a0212565202,1980
processed_fulltext_259.txt,Topic_1,0.7053235,fulltext_259,fulltext_259.txt,http://www.jstor.org/stable/40323182,"Library and information science education continues to be an important issue within the library and information professions. The library's role in modern society is analyzed and implications for library and information science education are stated. Drawing upon the recommendations of key professionals a program is delineated. Undergraduate preparation for librarianship is discussed, and the instructional objectives for required professional courses are articulated. Elective courses are suggested as well.",Library and Information Professional Education for the Learning Society: A Model Curriculum,Journal of Education for Library and Information Science,1985,10.2307/40323182,article,research-article,jstor,,7/1/1985,1,26,http://www.jstor.org/stable/40323182,Robert J. Grover,Association for Library and Information Science Education (ALISE),eng,33,45,,library; professional; education; professional education; librarians; courses; knowledge; profession; librarianship; curriculum,5047,13,a4a20e2d-4e67-f67b-c64c-8a0212565202,1980
processed_fulltext_276.txt,Topic_1,0.999895919,fulltext_276,fulltext_276.txt,http://www.jstor.org/stable/40324152,This article examines the literature related to effective teaching behaviors of postsecondary instructors in general and LIS educators in particular. Models for improving instruction in higher education are also considered. The conclusion points out that effective teaching is complex and multi-dimensional and that attention to specific teaching behaviors should take place within the context of a comprehensive plan for improving teaching and learning.,Effective Teacher Behaviors in Higher Education and in LIS Education Programs: A Review of the Literature,Journal of Education for Library and Information Science,1998,10.2307/40324152,article,research-article,jstor,,7/1/1998,3,39,http://www.jstor.org/stable/40324152,Donna M. Shannon,Association for Library and Information Science Education (ALISE),eng,163,174,,teaching; behaviors; teaching behaviors; students; teacher; francisco jossey; effective teaching; instructional; teacher behaviors; college teaching,6015,12,a4a20e2d-4e67-f67b-c64c-8a0212565202,1990
processed_fulltext_289.txt,Topic_1,0.830676769,fulltext_289,fulltext_289.txt,http://www.jstor.org/stable/43686923,"Over the past decade, iSchools have emerged to educate the next generation of information professionals and scholars. Claiming to be edgy and innovative, how can and should these schools function in the spirit of assessment that now drives so much in the university? This essay, which explores how well we can assess iSchools, emerged from a doctoral seminar, Academic Culture and Practice, taught by Richard Cox and including four doctoral student participants and the Dean of School of Information Studies at the University of Pittsburgh, Ronald Larsen. The doctoral students, among other activities, were required to work on assignments to support a self-study for the University of Pittsburgh's reaccreditation by the Middle States Association. As we proceeded through the course, we found ourselves increasingly drawn to questions about how iSchools, in their nascent state, can assess themselves. Four major areas—reputation, evaluating productivity in scholarly publishing, student evaluation of teaching, and student satisfaction with their academic programs—that emerged based on student interest as the seminar proceeded are discussed.",Assessing iSchools,Journal of Education for Library and Information Science,2012,10.2307/43686923,article,research-article,jstor,,10/1/2012,4,53,http://www.jstor.org/stable/43686923,Richard J. Cox; Eleanor Mattern; Lindsay Mattock; Raquel Rodriguez; Tonia Sutherland,Association for Library and Information Science Education (ALISE),eng,303,316,,ischool; schools; rankings; education; student; student satisfaction; faculty; tenure; universities; ranking systems,8646,14,a4a20e2d-4e67-f67b-c64c-8a0212565202,2010
processed_fulltext_297.txt,Topic_1,0.849585618,fulltext_297,fulltext_297.txt,http://www.jstor.org/stable/40324153,"This article presents a general description of focus group activity designed to generate information for use in making decisions about core and elective courses in a library and information science (LIS) curriculum. While the results reported may be specific to the environment studied, the process can be useful in a variety of settings. Faculty who wish to teach well may benefit from knowing what their constituents expect from new graduates of LIS programs. Moreover, successfully managed focus groups enable employers to experience involvement with LIS program review. This can produce valuable good will.",Using Focus Groups to Gather Information for LIS Curriculum Review,Journal of Education for Library and Information Science,1998,10.2307/40324153,article,research-article,jstor,,7/1/1998,3,39,http://www.jstor.org/stable/40324153,Charles Curran; Stephen Bajjaly; Patricia Feehan; Ann L. O'Neill,Association for Library and Information Science Education (ALISE),eng,175,182,,focus groups; faculty; curriculum; responses; moderator; new hires; skills; opinions; lis faculty; elective,3967,8,a4a20e2d-4e67-f67b-c64c-8a0212565202,1990
processed_fulltext_303.txt,Topic_1,0.999911712,fulltext_303,fulltext_303.txt,http://www.jstor.org/stable/40323770,"A two-stage study was conducted to examine how Second Life (SL) can be used in delivering Library and Information Science (LIS) education. At the first stage, the study surveyed the early adopters of SL from other disciplines in terms of their teaching practice in SL, and found that most educators used SL to create an environment for constructive and experiential learning as well as distance education; then the results were shared among the faculty at San Jose State University School of Library and Information Science. A following study was conducted among the faculty with regards to their intention of bringing their classes to SL. Findings indicated that there were interests in using SL to teach classes in areas like reference, library services for children and young adults, and library history.",Second Life: Exploring the Immersive Instructional Venue for Library and Information Science Education,Journal of Education for Library and Information Science,2008,10.2307/40323770,article,research-article,jstor,,7/1/2008,3,49,http://www.jstor.org/stable/40323770,Lili Luo; Jeremy Kemp,Association for Library and Information Science Education (ALISE),eng,147,166,,instructional venue; second life; educators; virtual; learning; students; immersive instructional; respondents; teaching; classes,8003,20,a4a20e2d-4e67-f67b-c64c-8a0212565202,2000
processed_fulltext_308.txt,Topic_1,0.806941193,fulltext_308,fulltext_308.txt,http://www.jstor.org/stable/40322520,,A Survey and Evaluation of Minority Programs in Selected Graduate Library Schools,Journal of Education for Librarianship,1977,10.2307/40322520,article,research-article,jstor,,7/1/1977,1,18,http://www.jstor.org/stable/40322520,Herman L. Totten,Association for Library and Information Science Education (ALISE),eng,18,34,,library; minority; library schools; students; program; school; minority programs; library science; university; librarianship,5817,17,a4a20e2d-4e67-f67b-c64c-8a0212565202,1970
processed_fulltext_320.txt,Topic_1,0.704683433,fulltext_320,fulltext_320.txt,http://www.jstor.org/stable/40323966,,Building Support Services for African-American Students: Part II,Journal of Education for Library and Information Science,2002,10.2307/40323966,article,research-article,jstor,,7/1/2002,3,43,http://www.jstor.org/stable/40323966,Howard F. McGinn,Association for Library and Information Science Education (ALISE),eng,223,226,,students; africanamerican students; faculty; harassment; graduate; graduate students; racial harassment; african; white students; grandmother,1701,4,a4a20e2d-4e67-f67b-c64c-8a0212565202,2000
processed_fulltext_334.txt,Topic_1,0.999885413,fulltext_334,fulltext_334.txt,http://www.jstor.org/stable/43686992,"In early spring 2013, a pilot study was conducted at a major public university in Ohio to explore elements of information anxiety (defined herein as a combination of library anxiety and information technology anxiety) among second-semester freshmen enrolled in all iterations of both a traditional and a remedial first-year English course. The Information Anxiety Scale (an adaptation of Sharon Bostick's 1992 'Library Anxiety Scale') was the pilot study's primary measure. Study researchers wanted to examine which information anxiety elements registered the most statistical significance for respondents. Analysis of results revealed statistically significant findings between elements in the scale and previous research and library experience, sex, and race/ethnicity. This pilot study experience will aid the study's researchers in revising their version of the Information Anxiety Scale for a larger study on information anxiety, toward understanding specific information anxiety triggers for undergraduate students and informing future information literacy instruction practices.",Information Anxiety from the Undergraduate Student Perspective: A Pilot Study of Second-semester Freshmen,Journal of Education for Library and Information Science,2014,10.2307/43686992,article,research-article,jstor,,10/1/2014,4,55,http://www.jstor.org/stable/43686992,Shelley Blundell; Frank Lambert,Association for Library and Information Science Education (ALISE),eng,261,273,,anxiety; library; undergraduate students; library anxiety; pilot study; anxiety scale; research; librarys computers; academic; van kampen,6830,13,a4a20e2d-4e67-f67b-c64c-8a0212565202,2010
processed_fulltext_355.txt,Topic_1,0.999894871,fulltext_355,fulltext_355.txt,http://www.jstor.org/stable/40323984,"This study identifies differences in the experiences of traditional students and distant learners who recently completed the University of South Carolina's Master of Library and Information Science program. Despite the program's emphasis on full student participation and the same instructional experience regardless of distance, this study identifies a number of demographic characteristics that make achieving that goal difficult, if not impossible. Survey respondents offer contrasting opinions of campus-based and televised courses as well as disparate levels of program satisfaction, interaction, resource availability, and early career progress.",Speaking out: Analysis of the Experiences and Opinions Reported by Recent Graduates of the University of South Carolina's MLIS Program,Journal of Education for Library and Information Science,2002,10.2307/40323984,article,research-article,jstor,,1/1/2002,1,43,http://www.jstor.org/stable/40323984,Gayle Douglas,Association for Library and Information Science Education (ALISE),eng,16,31,,distant learners; televised courses; education cohort; carolina distant; distant education; cohort participants; televised classes; carolina distant learners; distant education cohort; traditional students,5900,16,a4a20e2d-4e67-f67b-c64c-8a0212565202,2000
processed_fulltext_40.txt,Topic_1,0.745911758,fulltext_40,fulltext_40.txt,http://www.jstor.org/stable/43686967,School librarian guidelines encourage active leadership in schools. Two ways school librarian educators can encourage school librarians to be leaders are to embed the standards into the certification curriculum and to assess the leadership potential of preservice school librarians in order to adapt the curriculum to their needs. This mixedmethod study examines how a pre-assessment of leadership potential was implemented in a school librarianship certification program that emphasized leadership skills. The results of the study indicate that the leadership pre-assessment implemented during the program application process effectively identified teacher leaders with the potential to be exceptional school librarians. This signifies that leadership pre-assessments can enable school librarian educators to help pre-service school librarians to improve their leadership skills.,Improving the Leadership Skills of Pre-Service School Librarians Through Leadership Pre-Assessment,Journal of Education for Library and Information Science,2014,10.2307/43686967,article,research-article,jstor,,1/1/2014,1,55,http://www.jstor.org/stable/43686967,Daniella Smith,Association for Library and Information Science Education (ALISE),eng,55,68,,school librarians; leadership; transformational leadership; transformational; leadership skills; school librarianship; participants; leadership pre; program; leaders,6838,14,284c5376-5c81-4da3-7f2c-a69053b33c64,2010
