"","doc_id","Topic_1","Topic_2","Topic_3","Topic_4","Topic_5","Topic_6","Topic_7","Topic_8","Topic_9","Topic_10","file","fileName","id","abstract","title","isPartOf","publicationYear","doi","docType","docSubType","provider","collection","datePublished","issueNumber","volumeNumber","url","creator","publisher","language","pageStart","pageEnd","placeOfPublication","keyphrase","wordCount","pageCount","file.1","decade"
"11","processed_fulltext_108.txt",0.694747929781377,1.35323039977453e-05,1.35323039976829e-05,1.35323039981453e-05,0.305143811786641,1.35323039980506e-05,1.35323039978238e-05,1.35323039973979e-05,1.35323039973174e-05,1.35323039980354e-05,"fulltext_108","fulltext_108.txt","http://www.jstor.org/stable/40323942","Service-learning, which engages students and universities in community building, has strong potential for advancing library and information science (LIS) education. Advantages include increased student learning, extended collaboration, decreased isolation, and promotion of the common good. Examples of service learning projects in LIS education offer models for imitation. Fieldwork offers opportunities for integrating service learning into the curriculum. LIS professors engaged in teaching which qualifies as service-learning should forge alliances with others involved in service-learning on their own and other campuses.","Service-Learning and LIS Education","Journal of Education for Library and Information Science","2003","10.2307/40323942","article","research-article","jstor",NA,2003-01-01,"1",44,"http://www.jstor.org/stable/40323942","Elaine Yontz; Kathleen de la Peña McCook","Association for Library and Information Science Education (ALISE)","eng","58","68",NA,"learning; service; campus compact; library; education; peña mccook; students; fieldwork; community; kellogg commission",5161,11,"284c5376-5c81-4da3-7f2c-a69053b33c64",2000
"12","processed_fulltext_109.txt",0.73224930844414,0.0033880375361499,0.0932994898617698,6.8661309799018e-06,6.86613098005481e-06,6.86613098012168e-06,6.86613097983765e-06,6.86613098016192e-06,6.86613097992041e-06,0.171021967372061,"fulltext_109","fulltext_109.txt","http://www.jstor.org/stable/10.1086/506462","This article explores the future trajectory of librarianship and its status as a profession in the context of the contested terrain of the information professions and particularly the development of a differentiated information technology workforce. Andrew Abbott's theory of the system of professions informs the historical comparison and future forecasting of the relative power of librarianship and the emerging information technology professions to persist into the twenty‐first century. How might value differences manifest themselves in the development of a legitimatizing process for information technology education? What effect might these have on the future development of information technology degree programs offered within schools of information studies? Is it likely that the stability that ALA has enjoyed as a mediator between librarianship and the discipline of information studies will be challenged? Finally, what are the likely consequences for the status of the profession of librarianship?","Contested Terrain: Accreditation and the Future of the Profession of Librarianship","The Library Quarterly: Information, Community, Policy","2006","10.1086/506462","article","research-article","jstor",NA,2006-04-01,"2",76,"http://www.jstor.org/stable/10.1086/506462","Kathleen M. Burnett; Laurie J. Bonnici","The University of Chicago Press","en","193","219",NA,"accreditation; librarianship; programs; computer science; library; schools; disciplinary identity; professionalization; standards; degree programs",10660,27,"284c5376-5c81-4da3-7f2c-a69053b33c64",2000
"13","processed_fulltext_11.txt",0.999928271798113,7.96980020943674e-06,7.96980020991292e-06,7.96980020909369e-06,7.96980020941293e-06,7.96980021006664e-06,7.9698002098231e-06,7.969800210017e-06,7.96980020940977e-06,7.96980020966222e-06,"fulltext_11","fulltext_11.txt","http://www.jstor.org/stable/90015187","This paper presents a large scale study of online MLIS students (n = 910), who completed at least one online course and were enrolled in 36 of the 58 ALA-accredited MLIS programs in Canada and the United States. The results indicate that the typical student is female, White, lives in an urban setting, and is in her mid-30s. Online students were found to be quite diverse, with statistically significant differences in their preferences and satisfaction across five demographic variables: age (generational cohort), employment status, urban status, commute distance, and program modality. Three motivations emerged: accommodation, predisposition, and selectivity, which influenced the respondents to choose online learning. The prevalent issues online MLIS students experienced were a sense of isolation from peers and instructors, and a lack of professional development and networking opportunities with peers. The findings have implications for enhancing MLIS online education including marketing, course offerings, and student support services.","Studying Online","Journal of Education for Library and Information Science","2015","10.2307/90015187","article","research-article","jstor",NA,2015-07-01,"3",56,"http://www.jstor.org/stable/90015187","Fatih Oguz; Clara M. Chu; Anthony S. Chow","Association for Library and Information Science Education (ALISE)","eng","213","231",NA,"online; online mlis; students; education; online education; ala accredited; lis programs; mlis students; online classes; online courses",8944,19,"5ba600e5-1e80-4ff3-edf9-458ad76b1059",2010
"14","processed_fulltext_110.txt",0.244169558421619,7.48832750457467e-06,7.4883275043621e-06,7.48832750447338e-06,0.755770534958344,7.48832750472217e-06,7.48832750433516e-06,7.48832750469607e-06,7.48832750472833e-06,7.48832750463893e-06,"fulltext_110","fulltext_110.txt","http://www.jstor.org/stable/90025869","Many librarians work in public libraries to make a difference for children, families, and communities and identify family and community engagement as a cornerstone of their responsibilities. For librarians to be successful they must be afforded strong foundations in family and community engagement that begin early in their preparation. Yet little is known about the knowledge, skills, and dispositions that librarians need to engage families and communities, and these topics are rarely covered in schools of information and library sciences. The purposes of this exploratory paper are to identify the competencies that librarians need to engage families and communities and to understand promising pedagogical methods for promoting them. Interviews were conducted with 11 library educators at leading schools of information and library sciences within the United States to understand their perspectives on the topics. Results reveal three main goals for the preparation of librarians for family and community engagement: (1) to provide librarians with knowledge of families and communities, (2) to promote relationship-building skills, and (3) to encourage the mindset that librarians are professionals. Experiential and connected learning opportunities are the most promising methods for achieving these outcomes. Findings are discussed in terms of four main recommendations for stronger integration of family and community engagement into existing curriculum.","Preparing the Next Generation of Librarians for Family and Community Engagement","Journal of Education for Library and Information Science","2018","10.2307/90025869","article","research-article","jstor",NA,2018-10-01,"4",59,"http://www.jstor.org/stable/90025869","Margaret Caspe; M. Elena Lopez","Association for Library and Information Science Education (ALISE)","eng","157","178",NA,"librarians; library educators; families; community engagement; community; caspe lopez; learning; skills; families and communities; students",9621,22,"284c5376-5c81-4da3-7f2c-a69053b33c64",2010
"15","processed_fulltext_111.txt",0.608376650310932,3.26088403269841e-05,0.174119174339956,3.26088403269657e-05,0.0528021147457925,0.014780999764267,0.0782184064491555,0.0352559188811682,3.2608840326845e-05,0.0363489089877482,"fulltext_111","fulltext_111.txt","http://www.jstor.org/stable/40322135","","Teaching the Teacher","Journal of Education for Librarianship","1971","10.2307/40322135","article","research-article","jstor",NA,1971-01-01,"3",11,"http://www.jstor.org/stable/40322135","William C. Robinson","Association for Library and Information Science Education (ALISE)","eng","291","296",NA,"teaching; education; student; teacher; dubin robert; college; academic reform; francisco josseybass; librarianship; bibliog",2285,6,"284c5376-5c81-4da3-7f2c-a69053b33c64",1970
"16","processed_fulltext_112.txt",0.22547426583893,0.0703227731799187,1.19014522036321e-05,1.19014522027465e-05,0.693547590868106,1.19014522035309e-05,1.19014522030041e-05,1.19014522037225e-05,0.0105839613998248,1.1901452203576e-05,"fulltext_112","fulltext_112.txt","http://www.jstor.org/stable/40732568","This article reports preliminary findings of an evaluation of the services to older adults at three public libraries in Maryland. Data were collected in spring 2007 through interviews with nine library administrators and staff, and surveys with twenty-six older adult patrons at the three libraries. Approximately eight hours of observation were also conducted to gather contextual data to supplement the interview and survey data. The seven guidelines laid out by the American Library Association (1999) were used to guide the design of data collection instruments and the analysis of data. One key finding is that these libraries offer few programs and services geared to healthy and active older adults, thus leaving much room for improvement in the future. Interestingly, the libraries still received high praise from the older adult participants, a phenomenon that requires further examination. A number of recommendations are offered to help public libraries to better serve the aging population in their communities.","Services to Older Adults: Preliminary Findings from Three Maryland Public Libraries","Journal of Education for Library and Information Science","2009","10.2307/40732568","article","research-article","jstor",NA,2009-04-01,"2",50,"http://www.jstor.org/stable/40732568","David Piper; Serenity Palmer; Bo Xie","Association for Library and Information Science Education (ALISE)","eng","107","118",NA,"older adults; public libraries; libraries; library; adult patrons; services; older adult patrons; adult participants; ala guidelines; older adult participants",6403,12,"284c5376-5c81-4da3-7f2c-a69053b33c64",2000
"17","processed_fulltext_113.txt",0.150162008358621,3.6968492685553e-05,0.849542243699895,3.69684926854556e-05,3.6968492685482e-05,3.69684926853302e-05,3.69684926856766e-05,3.69684926856109e-05,3.69684926856472e-05,3.69684926853547e-05,"fulltext_113","fulltext_113.txt","http://www.jstor.org/stable/40321692","","Introduction to Library Science: An Attempt","Journal of Education for Librarianship","1962","10.2307/40321692","article","research-article","jstor",NA,1962-01-01,"3",2,"http://www.jstor.org/stable/40321692","Masanobu Fujikawa","Association for Library and Information Science Education (ALISE)","eng","144","150",NA,"library science; recorded materials; materials; librarianship; collecting activity; activity; education for librarianship; creative activity; recording; definition",2182,7,"284c5376-5c81-4da3-7f2c-a69053b33c64",1960
"18","processed_fulltext_114.txt",0.501524783736998,7.0797949329294e-06,7.07979493348622e-06,7.07979493312161e-06,7.07979493344963e-06,7.07979493324214e-06,7.07979493323982e-06,7.0797949333363e-06,0.0304963870150351,0.467929270683434,"fulltext_114","fulltext_114.txt","http://www.jstor.org/stable/90025870","Discussions of diversity in American librarianship usually focus on gender or ethnicity, but historical studies also show a lack of diversity in educational and disciplinary backgrounds. Librarians traditionally hail from the humanities, especially English and history. But as current educational attention shifts to science, technology, engineering, and math (STEM) fields, are librarians reflecting this change? Anonymized data from ALA-accredited graduate programs from the last five years were collected, coded, and classified to determine librarians' educational and disciplinary backgrounds and in what ways, if any, they differ from the past 65 years and from the contemporary US general population. Unsurprisingly, we found that contemporary librarians still hail predominantly from English and history—a stark contrast from the business and health undergraduate degrees earned by the general US population. Backgrounds in STEM fields remain lacking in librarianship, but librarians with undergraduate education in the arts are on the rise, perhaps supporting the creativity, flexibility, innovation, and risk taking necessary in twenty-first-century libraries.","The More Things Change, the More They Stay the Same","Journal of Education for Library and Information Science","2018","10.2307/90025870","article","research-article","jstor",NA,2018-10-01,"4",59,"http://www.jstor.org/stable/90025870","Rachel Ivy Clarke; Young-In Kim","Association for Library and Information Science Education (ALISE)","eng","179","205",NA,"social sciences; librarians; librarianship; undergraduate; humanities; professions; degrees; education; library; professions business",9711,27,"284c5376-5c81-4da3-7f2c-a69053b33c64",2010
"19","processed_fulltext_115.txt",0.123565161998385,1.39905156511198e-05,0.0243440870169959,1.39905156511361e-05,0.851992817375063,1.39905156510244e-05,1.39905156507866e-05,1.39905156512309e-05,1.3990515649224e-05,1.39905156511048e-05,"fulltext_115","fulltext_115.txt","http://www.jstor.org/stable/26561715","In this article, we introduce the concept of diversity by design. This concept is relevant to library and information science (LIS) education, professional environments, and partnership-based community engagements. Building on our experience as educators and researchers, we illustrate this concept in the context of LIS graduate education and invite readers to contemplate whether this concept makes sense to them and, if yes, how it works in their respective workplaces and communities. We interrogate the term “diversity,” bringing to light the multiplicity of contexts that give diversity meaning and life in our complex field. By so doing, we demonstrate that diversity, broadly conceived, is foundational to LIS and that discounting or underappreciating its pivotal function may have a disintegrating effect on our practice, scholarship, and education.","Diversity by Design","The Library Quarterly: Information, Community, Policy","2017","10.2307/26561715","article","research-article","jstor",NA,2017-04-01,"2",87,"http://www.jstor.org/stable/26561715","Keren Dali; Nadia Caidi","The University of Chicago Press","eng","88","98",NA,"diversity; library; keren dali; communities; librarians; nadia caidi; jaeger; professionals; design; immigrant",5138,11,"284c5376-5c81-4da3-7f2c-a69053b33c64",2010
"20","processed_fulltext_116.txt",0.0412665682989064,7.57831323527672e-06,7.57831323577098e-06,7.57831323483117e-06,0.832329150672226,7.57831323538849e-06,7.57831323506013e-06,7.57831323514662e-06,0.12635123283622,7.57831323508333e-06,"fulltext_116","fulltext_116.txt","http://www.jstor.org/stable/4309338","Literacy, as it applies to linguistic minorities, is examined as a discourse of power in this theoretical article. Literacy needs to be redefined in order for librarians to be able to provide people whose languages are not the dominant or official ones in society with appropriate literacy services. This redefinition recognizes the politics of language and literacy, challenges the mainstream (dominant culture) concept of literacy, and includes (1) expanding the definition of literacy that takes into account the language and cultural knowledge of linguistic minorities, (2) examining the nature of literacy and literacy practices of linguistic minorities from a social perspective, and (3) understanding how the literacy of linguistic minorities is measured. By understanding these critical issues of adult literacy in linguistic minority communities, librarians can implement the proposed strategic directions for delivering appropriate literacy services to linguistic minorities.","Literacy Practices of Linguistic Minorities: Sociolinguistic Issues and Implications for Literacy Services","The Library Quarterly: Information, Community, Policy","1999","10.2307/4309338","article","research-article","jstor",NA,1999-07-01,"3",69,"http://www.jstor.org/stable/4309338","Clara M. Chu","University of Chicago Press","eng","339","359",NA,"literacy; linguistic minorities; adult literacy; language; literacy practices; literacy services; literacy skills; social; library; english",9242,21,"284c5376-5c81-4da3-7f2c-a69053b33c64",1990
"21","processed_fulltext_117.txt",0.248943833774801,0.0355392651632306,0.0168639727718134,2.94799563328143e-05,0.668054494970857,2.94799563323877e-05,0.0304510335376344,2.94799563326008e-05,2.9479956332688e-05,2.94799563327067e-05,"fulltext_117","fulltext_117.txt","http://www.jstor.org/stable/40324195","","Facilitating Classroom Discussion on Diversity","Journal of Education for Library and Information Science","1997","10.2307/40324195","article","research-article","jstor",NA,1997-10-01,"4",38,"http://www.jstor.org/stable/40324195","Ling Hwey Jeng","Association for Library and Information Science Education (ALISE)","eng","334","338",NA,"diversity; library; scenario; minority recruitment; affirmative; immigrants; librarian; students; cultural diversity; welburn",2553,5,"284c5376-5c81-4da3-7f2c-a69053b33c64",1990
"22","processed_fulltext_118.txt",0.0402050734682068,0.127974070049603,1.15868790242231e-05,1.15868790239532e-05,0.206258436149095,1.15868790242705e-05,1.15868790234213e-05,0.625492899058952,1.15868790241671e-05,1.15868790239664e-05,"fulltext_118","fulltext_118.txt","http://www.jstor.org/stable/4308477","Ernestine Rose (1880-1961) was a pioneer in providing library services to blacks in Harlem at the 135th Street Branch of the New York Public Library from 1920 to 1942. She galvanized the resources of the community and applied the prestige of the New York Public Library to plan, execute, and promote library services at a time when blacks were moving in large numbers to New York after World War I. Under Rose's leadership, the branch became a model of public library services to an underserved minority. The purpose of this study is to chronicle and assess her work during the Negro Renaissance, a dynamic period of the community's history.","A White Librarian in Black Harlem","The Library Quarterly: Information, Community, Policy","1990","10.2307/4308477","article","research-article","jstor",NA,1990-07-01,"3",60,"http://www.jstor.org/stable/4308477","Betty L. Jenkins","University of Chicago Press","eng","216","231",NA,"library; harlem; public library; adult education; branch; librarian; community; blacks; rose ernestine; schomburg",6710,16,"284c5376-5c81-4da3-7f2c-a69053b33c64",1990
"23","processed_fulltext_119.txt",8.51542355263585e-06,8.5154235527188e-06,0.135884181831095,8.51542355261333e-06,8.51542355253215e-06,8.51542355268442e-06,0.072818967537182,8.51542355260835e-06,0.791237242666854,8.51542355249443e-06,"fulltext_119","fulltext_119.txt","http://www.jstor.org/stable/26561649","If Google Books has been successful in furthering the cause of social justice with regard to information, it is along narrowly distributive lines. Drawing on critics of distributive justice and emphasizing the value of self-respect, the author argues that Google's massive digital scanning initiative—especially as compared to the liberal democratic institution of the public library—exposes and exacerbates injustices with regard to information, technology, and institutions that are not easily captured along distributive lines. In particular, attention is paid to three features of the project—the quality of Google's book scans, the politics of online search, and Google's conception of the value of information—as demonstrative of the too-slender foundation for self-respect the Google Books project offers its users.","Google Books, Libraries, and Self-Respect","The Library Quarterly: Information, Community, Policy","2016","10.2307/26561649","article","research-article","jstor",NA,2016-01-01,"1",86,"http://www.jstor.org/stable/26561649","Anna Lauren Hoffmann","The University of Chicago Press","eng","76","92",NA,"google; google books; justice; respect; libraries; google inc; distributive; distributive justice; search; social",7972,17,"284c5376-5c81-4da3-7f2c-a69053b33c64",2010
